seminar_id,title,date,year
16441,Adaptive Isolation for Predictability and Security,October 30 – November 4,2016
16442,"Vocal Interactivity in-and-between Humans, Animals and Robots (VIHAR)",October 30 – November 4,2016
16451,Structure and Hardness in P,November 6 – 11,2016
16452,Beyond-Planar Graphs: Algorithmics and Combinatorics,November 6 – 11,2016
16461,Assessing ICT Security Risks in Socio-Technical Systems,November 13 – 18,2016
16462,Inpainting-Based Image Compression,November 13 – 18,2016
16471,"Concurrency with Weak Memory Models: Semantics, Languages, Compilation, Verification, Static Analysis, and Synthesis",November 20 – 25,2016
16472,QoE Vadis?,November 20 – 25,2016
16481,New Directions for Learning with Kernels and Gaussian Processes,November 27 – December 2,2016
16482,Algorithms and Effectivity in Tropical Mathematics and Beyond,November 27 – December 2,2016
16491,Symbolic-Numeric Methods for Reliable and Trustworthy Problem Solving in Cyber-Physical Domains,December 4 – 9,2016
17021,Functoriality in Geometric Data,January 8 – 13,2017
17022,Automated Program Repair,January 8 – 13,2017
17031,Planning and Robotics,January 15 – 20,2017
17032,Network Function Virtualization in Software Defined Infrastructures,January 15 – 18,2017
17041,Randomization in Parameterized Complexity,January 22 – 27,2017
17042,From Characters to Understanding Natural Language (C2NLU): Robust End-to-End Deep Learning for NLP,January 22 – 27,2017
17051,Theory and Applications of Behavioural Types,January 29 – February 3,2017
17061,Wildly Heterogeneous Post-CMOS Technologies Meet Software,February 5 – 10,2017
17062,Beyond VR and AR: Reimagining Experience Sharing and Skill Transfer Towards an Internet of Abilities,February 5 – 10,2017
17071,Computer-Assisted Engineering for Robotics and Autonomous Systems,February 12 – 17,2017
17072,Applications of Topology to the Analysis of 1-Dimensional Objects,February 12 – 17,2017
17081,Computability Theory,February 19 – 24,2017
17082,Shape-Changing Interfaces,February 19 – 22,2017
17091,Computer Science Meets Ecology,February 26 – March 3,2017
17092,Search as Learning,February 26 – March 1,2017
17101,Databases on Future Hardware,March 5 – 10,2017
17102,Rethinking Productivity in Software Engineering,March 5 – 8,2017
17111,"Game Theory in AI, Logic, and Algorithms",March 12 – 17,2017
17112,Using Networks to Teach About Networks,March 12 – 15,2017
17121,Computational Complexity of Discrete Problems,March 19 – 24,2017
17131,Mixed Criticality on Multicore / Manycore Platforms,March 26 – 31,2017
17132,Opportunities and Risks of Blockchain Technologies,March 26 – 29,2017
17141,Probabilistic Methods in the Design and Analysis of Algorithms,April 2 – 7,2017
17142,Formal Methods of Transformations,April 2 – 5,2017
17161,Ambient Notification Environments,April 17 – 20,2017
17162,Online Privacy and Web Transparency,April 17 – 20,2017
17171,Computational Geometry,April 23 – 28,2017
17181,Theory and Applications of Hashing,May 1 – 5,2017
17191,Theory of Randomized Optimization Heuristics,May 7 – 12,2017
17192,Human-Like Neural-Symbolic Computing,May 7 – 12,2017
17201,Formal Synthesis of Cyber-Physical Systems,May 14 – 19,2017
17202,Challenges and Opportunities of User-Level File Systems for HPC,May 14 – 19,2017
17221,"Geometric Modelling, Interoperability and New Challenges",May 28 – June 2,2017
17222,Robust Performance in Database Query Processing,May 28 – June 2,2017
17231,Epistemic Planning,June 5 – 9,2017
17232,Computational Interactivity,June 5 – 8,2017
17251,Game Theory Meets Computational Learning Theory,June 18 – 23,2017
17252,"Computational Challenges in RNA-Based Gene Regulation: Protein-RNA Recognition, Regulation and Prediction",June 18 – 21,2017
17261,Voting: Beyond Simple Majorities and Single-Winner Elections,June 25 – 30,2017
17262,Federated Semantic Data Management,June 25 – 30,2017
17271,Foundations of Wireless Networking,July 2 – 7,2017
17272,Citizen Science: Design and Engagement,July 2 – 5,2017
17281,Malware Analysis: From Large-Scale Data Triage to Targeted Attack Recognition,July 9 – 14,2017
17282,From Observations to Prediction of Movement,July 9 – 14,2017
17291,Resource Bound Analysis,July 16 – 21,2017
17292,"Topology, Computation and Data Analysis",July 16 – 21,2017
17301,User-Generated Content in Social Media,July 23 – 28,2017
17332,Scalable Set Visualizations,August 13 – 18,2017
17341,Computational Counting,August 20 – 25,2017
17342,SLEBOK: The Software Language Engineering Body of Knowledge,August 20 – 25,2017
17351,Machine Learning and Formal Methods,August 27 – September 1,2017
17352,Analysis and Synthesis of Floating-point Programs,August 27 – 30,2017
17361,Finite and Algorithmic Model Theory,September 3 – 8,2017
17371,Deduction Beyond First-Order Logic,September 10 – 15,2017
17372,Cybersafety in Modern Online Social Networks,September 10 – 13,2017
17381,Recent Trends in Knowledge Compilation,September 17 – 22,2017
17382,Approaches and Applications of Inductive Programming,September 17 – 20,2017
17391,Deep Learning for Computer Vision,September 24 – 29,2017
17392,Body-Centric Computing,September 24 – 29,2017
17401,Quantum Cryptanalysis,October 1 – 6,2017
17411,"Hyperspectral, Multispectral, and Multimodal (HMM) Imaging: Acquisition, Algorithms, and Applications",October 8 – 13,2017
17412,Internet of People,October 8 – 11,2017
17421,Computational Proteomics,October 15 – 20,2017
17431,"Performance Portability in Extreme Scale Computing: Metrics, Challenges, Solutions",October 22 – 27,2017
17441,Big Stream Processing Systems,October 29 – November 3,2017
17442,Towards Cross-Domain Performance Modeling and Prediction: IR/RecSys/NLP,October 29 – November 3,2017
17451,New Challenges in Parallelism,November 5 – 10,2017
17452,Algorithmic Cheminformatics,November 5 – 10,2017
17461,Connecting Visualization and Data Management Research,November 12 – 17,2017
17462,A Shared Challenge in Behavioural Specification,November 12 – 15,2017
17471,Artificial and Computational Intelligence in Games: AI-Driven Game Design,November 19 – 24,2017
17472,Addressing the Computational Challenges of Personalized Medicine,November 19 – 22,2017
17481,Reliable Computation and Complexity on the Reals,November 26 – December 1,2017
17491,"Computational Metabolomics: Identification, Interpretation, Imaging",December 3 – 8,2017
17492,Multi-Level Modelling,December 3 – 8,2017
17502,Testing and Verification of Compilers,December 10 – 13,2017
17511,The Critical Internet Infrastructure Revisited,December 17 – 20,2017
18021,Symmetric Cryptography,January 7 – 12,2018
18031,Personalized Multiobjective Optimization: An Analytics Perspective,January 14 – 19,2018
18041,Foundations of Data Visualization,January 21 – 26,2018
18051,Proof Complexity,January 28 – February 2,2018
18052,Genetic Improvement of Software,January 28 – February 2,2018
18061,Evidence About Programmers for Programming Language Design,February 4 – 9,2018
18071,Planning and Operations Research,February 11 – 16,2018
18081,Designing and Implementing Algorithms for Mixed-Integer Nonlinear Optimization,February 18 – 23,2018
18082,Formal Methods for the Synthesis of Biomolecular Circuits,February 18 – 23,2018
18091,"Data Consistency in Distributed Systems: Algorithms, Programs, and Databases",February 25 – March 2,2018
18092,The Logical Execution Time Paradigm: New Perspectives for Multicore Systems,February 25 – 28,2018
18101,Scheduling,March 4 – 9,2018
18102,Dynamic Traffic Models in Transportation Science,March 4 – 9,2018
18111,Loop Optimization,March 11 – 16,2018
18112,"Coding Theory for Inference, Learning and Optimization",March 11 – 16,2018
18121,Machine Learning and Model Checking Join Forces,March 18 – 23,2018
18122,Automatic Quality Assurance and Release,March 18 – 21,2018
18151,Program Equivalence,April 8 – 13,2018
18152,"Blockchains, Smart Contracts and Future Applications",April 8 – 13,2018
18161,Visualization of Biological Data - Crossroads,April 15 – 20,2018
18171,Normative Multi-Agent Systems,April 22 – 27,2018
18172,Algebraic Effect Handlers go Mainstream,April 22 – 27,2018
18181,Towards Accountable Systems,April 29 – May 4,2018
18182,"Software Business, Platforms, and Ecosystems: Fundamentals of Software Production Research",April 29 – May 2,2018
18201,Secure Compilation,May 13 – 18,2018
18202,Inter-Vehicular Communication Towards Cooperative Driving,May 13 – 16,2018
18211,Formal Methods and Fault-Tolerant Distributed Computing: Forging an Alliance,May 21 – 25,2018
18212,On-Body Interaction: Embodied Cognition Meets Sensor/Actuator Engineering to Design New Interfaces,May 21 – 24,2018
18231,The Constraint Satisfaction Problem: Complexity and Approximability,June 3 – 8,2018
18241,High-Performance Graph Algorithms,June 10 – 15,2018
18242,Secure Routing for the Internet,June 10 – 13,2018
18251,Database Architectures for Modern Hardware,June 17 – 22,2018
18252,Ubiquitous Gaze Sensing and Interaction,June 18 – 21,2018
18261,Discipline Convergence in Networked Systems,June 24 – 29,2018
18262,10 Years of Web Science: Closing The Loop,June 24 – 29,2018
18271,In Situ Visualization for Computational Science,July 1 – 6,2018
18281,"Synergies between Adaptive Analysis of Algorithms, Parameterized Complexity, Compressed Data Structures and Compressed Indices",July 8 – 13,2018
18291,Extreme Classification,July 15 – 20,2018
18321,Web Application Security,August 5 – 8,2018
18322,Human-Computer Integration,August 5 – 10,2018
18331,Algorithmic Foundations of Programmable Matter,August 12 – 17,2018
18332,Blockchain Technology for Collaborative Information Systems,August 12 – 17,2018
18341,Formalization of Mathematics in Type Theory,August 19 – 24,2018
18351,Modeling for Sustainability,August 26 – 31,2018
18361,Measuring the Complexity of Computational Content: From Combinatorial Problems to Analysis,September 2 – 7,2018
18371,Knowledge Graphs: New Directions for Knowledge Representation on the Semantic Web,September 9 – 14,2018
18381,Quantum Programming Languages,September 16 – 21,2018
18391,Algebraic Methods in Computational Complexity,September 23 – 28,2018
18401,Automating Data Science,September 30 – October 5,2018
18411,Progressive Data Analysis and Visualization,October 7 – 12,2018
18412,Encouraging Reproducibility in Scientific Research of the Internet,October 7 – 10,2018
18421,"Algorithmic Enumeration: Output-sensitive, Input-Sensitive, Parameterized, Approximative",October 14 – 19,2018
18422,"Shape Analysis: Euclidean, Discrete and Algebraic Geometric Methods",October 14 – 19,2018
18431,Computational Aspects of Fabrication,October 21 – 26,2018
18441,Data Physicalization,October 28 – November 2,2018
18442,"Visualization and Processing of Anisotropy in Imaging, Geometry, and Astronomy",October 28 – November 2,2018
18451,"Genomics, Pattern Avoidance, and Statistical Mechanics",November 4 – 9,2018
18461,Blockchain Security at Scale,November 11 – 16,2018
18462,Provenance and Logging for Sense Making,November 11 – 16,2018
18471,Next Generation Domain Specific Conceptual Modeling: Principles and Methods,November 18 – 23,2018
18472,Implementing FAIR Data Infrastructures,November 18 – 21,2018
18481,High Throughput Connectomics,November 25 – 30,2018
18482,Network Visualization in the Humanities,November 25 – 30,2018
18491,Multidirectional Transformations and Synchronisations,December 2 – 7,2018
18511,"Algebraic Coding Theory for Networks, Storage, and Security",December 16 – 21,2018
19021,Joint Processing of Language and Visual Data for Better Automated Understanding,January 6 – 11,2019
19031,Logics for Dependence and Independence,January 13 – 18,2019
19032,Conditional Logics and Conditional Reasoning: New Joint Perspectives,January 13 – 16,2019
19041,New Horizons in Parameterized Complexity,January 20 – 25,2019
19042,Practical Yet Composably Secure Cryptographic Protocols,January 20 – 25,2019
19051,Data Structures for the Cloud and External Memory Data,January 27 – February 1,2019
19052,Computational Methods for Melody and Voice Processing in Music Recordings,January 27 – February 1,2019
19061,Visual Analytics of Multilayer Networks Across Disciplines,February 3 – 8,2019
19062,"Bringing CP, SAT and SMT together: Next Challenges in Constraint Solving",February 3 – 6,2019
19071,Specification Formalisms for Modern Cyber-Physical Systems,February 10 – 15,2019
19072,The Role of Non-monotonic Reasoning in Future Development of Artificial Intelligence,February 10 – 15,2019
19081,Verification and Synthesis of Human-Robot Interaction,February 17 – 22,2019
19082,AI for the Social Good,February 17 – 22,2019
19092,"Beyond-Planar Graphs: Combinatorics, Models and Algorithms",February 24 – March 1,2019
19101,"Analysis, Design, and Control of Predictable Interconnected Systems",March 3 – 8,2019
19102,3D Morphable Models,March 3 – 8,2019
19111,Theoretical Foundations of Storage Systems,March 10 – 15,2019
19112,Engineering Reliable Multiagent Systems,March 10 – 15,2019
19121,Computational Complexity of Discrete Problems,March 17 – 22,2019
19131,Algorithmic Problems in Group Theory,March 24 – 29,2019
19132,Users and automated driving systems: How will we interact with tomorrow\'s vehicles?,March 24 – 29,2019
19141,Programmable Network Data Planes,March 31 – April 5,2019
19151,Visual Computing in Materials Sciences,April 7 – 12,2019
19152,Emerging Hardware Techniques and EDA Methodologies for Neuromorphic Computing,April 7 – 10,2019
19171,"Ethics and Trust: Principles, Verification and Validation",April 22 – 26,2019
19172,Computational Creativity Meets Digital Literary Studies,April 22 – 25,2019
19181,Computational Geometry,April 28 – May 3,2019
19182,Multi-Document Information Consolidation,April 28 – May 3,2019
19191,Software Evolution in Time and Space: Unifying Version and Variability Management,May 5 – 10,2019
19192,Visual Analytics for Sets over Time and Space,May 5 – 10,2019
19202,Approaches and Applications of Inductive Programming,May 12 – 17,2019
19211,Enumeration in Data Management,May 19 – 24,2019
19212,"Topology, Computation and Data Analysis",May 19 – 24,2019
19222,Control of Networked Cyber-Physical Systems,May 26 – 29,2019
19231,Empirical Evaluation of Secure Development Processes,June 2 – 7,2019
19232,"Ubiquitous Computing Education: Why, What, and How",June 2 – 7,2019
19241,25 Years of the Burrows-Wheeler Transform,June 10 – 14,2019
19261,Distributed Computing with Permissioned Blockchains and Databases,June 23 – 28,2019
19262,Astrographics: Interactive Data-Driven Journeys through Space,June 23 – 26,2019
19271,Graph Colouring: from Structure to Algorithms,June 30 – July 5,2019
19272,Real VR - Importing the Real World into Immersive VR and Optimizing the Perceptual Experience of Head-Mounted Displays,June 30 – July 3,2019
19281,Notional Machines and Programming Language Semantics in Education,July 7 – 12,2019
19282,Data Series Management,July 7 – 12,2019
19291,Values in Computing,July 14 – 19,2019
19292,Mobile Data Visualization,July 14 – 19,2019
19301,Secure Composition for Hardware Systems,July 21 – 26,2019
19302,Cybersafety Threats - from Deception to Aggression,July 21 – 26,2019
19331,Software Protection Decision Support and Evaluation Methodologies,August 11 – 16,2019
19341,Algorithms and Complexity for Continuous Problems,August 18 – 23,2019
19342,"Advances and Challenges in Protein-RNA Recognition, Regulation and Prediction",August 18 – 23,2019
19351,Computational Proteomics,August 25 – 30,2019
19352,Computation in Low-Dimensional Geometry and Topology,August 25 – 30,2019
19361,Logic and Learning,September 1 – 6,2019
19371,Deduction Beyond Satisfiability,September 8 – 13,2019
19381,Application-Oriented Computational Social Choice,September 15 – 20,2019
19391,Data Ecosystems: Sovereign Data Exchange among Organizations,September 22 – 27,2019
19401,Comparative Theory for Graph Polynomials,September 29 – October 4,2019
19411,Social Agents for Teamwork and Group Interactions,October 6 – 11,2019
19421,Quantum Cryptanalysis,October 13 – 18,2019
19431,Theory of Randomized Optimization Heuristics,October 20 – 25,2019
19432,Analysis of Autonomous Mobile Collectives in Complex Physical Environments,October 20 – 23,2019
19442,Programming Languages for Distributed Systems and Distributed Data Management,October 27 – 31,2019
19443,Algorithms and Complexity in Phylogenetics,October 27 – 31,2019
19451,Biggest Failures in Security,November 3 – 8,2019
19452,Machine Learning Meets Visualization to Make Artificial Intelligence Interpretable,November 3 – 8,2019
19461,Conversational Search,November 10 – 15,2019
19471,BOTse: Bots in Software Engineering,November 17 – 22,2019
19481,Composing Model-Based Analysis Tools,November 24 – 29,2019
19482,"Diversity, Fairness, and Data-Driven Personalization in (News) Recommender System",November 24 – 29,2019
19491,Big Graph Processing Systems,December 1 – 6,2019
19502,Future Automotive HW/SW Platform Design,December 8 – 11,2019
19511,Artificial and Computational Intelligence in Games: Revolutions in Computational Game AI,December 15 – 20,2019
